name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
Kepler-150 d,2907,8.2 Earths,15.161,2014

Kepler-150 e,2907,9.91 Earths,15.161,2014

Kepler-1488 b,2955,4.12 Earths,13.146,2016

Kepler-1489 b,4185,3.78 Earths,14.983,2016

Kepler-148 c,2581,12.6 Earths,15.398,2014

Kepler-1490 b,2815,9.48 Earths,15.616,2016

Kepler-1491 b,6738,2.89 Earths,15.796,2016

Kepler-1492 b,1082,2.83 Earths,14.689,2016

Kepler-1494 b,4193,9.64 Earths,15.372,2016

Kepler-1496 b,4266,5.56 Earths,14.832,2016

Kepler-1497 b,3660,3.39 Earths,15.707,2016

Kepler-1498 b,2414,2.33 Earths,15.352,2016

Kepler-1499 b,1011,1.81 Earths,13.676,2016

Kepler-149 b,1863,16.5 Earths,14.152,2014

Kepler-149 c,1863,3.22 Earths,14.152,2014

Kepler-14 b,2603,8.4 Jupiters,12.003,2011

Kepler-1500 b,3973,1.87 Earths,14.728,2016

Kepler-1502 b,4939,10.2 Earths,14.18,2016

Kepler-1504 b,7946,5.18 Earths,15.883,2016

Kepler-1506 b,7718,2.3 Earths,15.836,2016

Kepler-1507 b,1045,0.52 Earths,13.267,2016

Kepler-1508 b,4111,2.33 Earths,14.561,2016

Kepler-1509 b,6534,4.08 Earths,15.455,2016

Kepler-150 b,2907,2.1 Earths,15.161,2014

Kepler-150 c,2907,13.2 Earths,15.161,2014

Kepler-150 d,2907,8.2 Earths,15.161,2014

Kepler-150 e,2907,9.91 Earths,15.161,2014

Kepler-1488 b,2955,4.12 Earths,13.146,2016

Kepler-1489 b,4185,3.78 Earths,14.983,2016

Kepler-148 c,2581,12.6 Earths,15.398,2014

Kepler-1490 b,2815,9.48 Earths,15.616,2016

Kepler-1491 b,6738,2.89 Earths,15.796,2016

Kepler-1492 b,1082,2.83 Earths,14.689,2016

Kepler-1494 b,4193,9.64 Earths,15.372,2016

Kepler-1496 b,4266,5.56 Earths,14.832,2016

Kepler-1497 b,3660,3.39 Earths,15.707,2016

Kepler-1498 b,2414,2.33 Earths,15.352,2016

Kepler-1499 b,1011,1.81 Earths,13.676,2016

Kepler-149 b,1863,16.5 Earths,14.152,2014

Kepler-149 c,1863,3.22 Earths,14.152,2014

Kepler-14 b,2603,8.4 Jupiters,12.003,2011

Kepler-1500 b,3973,1.87 Earths,14.728,2016

Kepler-1502 b,4939,10.2 Earths,14.18,2016

Kepler-1504 b,7946,5.18 Earths,15.883,2016

Kepler-1506 b,7718,2.3 Earths,15.836,2016

Kepler-1507 b,1045,0.52 Earths,13.267,2016

Kepler-1508 b,4111,2.33 Earths,14.561,2016

Kepler-1509 b,6534,4.08 Earths,15.455,2016

Kepler-150 b,2907,2.1 Earths,15.161,2014

Kepler-150 c,2907,13.2 Earths,15.161,2014

Kepler-150 d,2907,8.2 Earths,15.161,2014

Kepler-150 e,2907,9.91 Earths,15.161,2014

Kepler-1480 b,1634,3.43 Earths,14.703,2016

Kepler-1481 b,1498,2.04 Earths,14.929,2016

Kepler-1482 b,1851,1.01 Earths,13.967,2016

Kepler-1483 b,4155,2.92 Earths,14.52,2016

Kepler-1484 b,9394,5.1 Earths,15.351,2016

Kepler-1485 b,2008,2.76 Earths,13.411,2016

Kepler-1488 b,2955,4.12 Earths,13.146,2016

Kepler-1489 b,4185,3.78 Earths,14.983,2016

Kepler-148 c,2581,12.6 Earths,15.398,2014

Kepler-1490 b,2815,9.48 Earths,15.616,2016

Kepler-1491 b,6738,2.89 Earths,15.796,2016

Kepler-1492 b,1082,2.83 Earths,14.689,2016

Kepler-1494 b,4193,9.64 Earths,15.372,2016

Kepler-1496 b,4266,5.56 Earths,14.832,2016

Kepler-1497 b,3660,3.39 Earths,15.707,2016

Kepler-1498 b,2414,2.33 Earths,15.352,2016

Kepler-1499 b,1011,1.81 Earths,13.676,2016

Kepler-149 b,1863,16.5 Earths,14.152,2014

Kepler-149 c,1863,3.22 Earths,14.152,2014

Kepler-14 b,2603,8.4 Jupiters,12.003,2011

Kepler-1500 b,3973,1.87 Earths,14.728,2016

Kepler-1502 b,4939,10.2 Earths,14.18,2016

Kepler-1504 b,7946,5.18 Earths,15.883,2016

Kepler-1506 b,7718,2.3 Earths,15.836,2016

Kepler-1507 b,1045,0.52 Earths,13.267,2016

Kepler-149 b,1863,16.5 Earths,14.152,2014

Kepler-149 c,1863,3.22 Earths,14.152,2014

Kepler-14 b,2603,8.4 Jupiters,12.003,2011

Kepler-1500 b,3973,1.87 Earths,14.728,2016

Kepler-1502 b,4939,10.2 Earths,14.18,2016

Kepler-1504 b,7946,5.18 Earths,15.883,2016

Kepler-1506 b,7718,2.3 Earths,15.836,2016

Kepler-1507 b,1045,0.52 Earths,13.267,2016

Kepler-1508 b,4111,2.33 Earths,14.561,2016

Kepler-1509 b,6534,4.08 Earths,15.455,2016

Kepler-150 b,2907,2.1 Earths,15.161,2014

Kepler-150 c,2907,13.2 Earths,15.161,2014

Kepler-150 d,2907,8.2 Earths,15.161,2014

Kepler-150 e,2907,9.91 Earths,15.161,2014

Kepler-1510 b,5533,11.2 Earths,15.315,2016

Kepler-1511 b,4813,3.46 Earths,13.564,2016

Kepler-1512 b,528,1.76 Earths,13.451,2016

Kepler-1513 b,1139,0.17 Jupiters,13.071,2016

Kepler-1515 b,1759,0.208 Jupiters,12.1,2016

Kepler-1517 b,2764,0.216 Jupiters,12.228,2016

Kepler-1518 b,2947,9.53 Earths,13.374,2016

Kepler-1519 b,4703,39.6 Earths,15.124,2016

Kepler-151 b,2120,9.59 Earths,14.957,2014

Kepler-1522 b,2656,3.64 Earths,14.357,2016

Kepler-1525 b,1249,0.693 Earths,12.797,2016

Kepler-1510 b,5533,11.2 Earths,15.315,2016

Kepler-1511 b,4813,3.46 Earths,13.564,2016

Kepler-1512 b,528,1.76 Earths,13.451,2016

Kepler-1513 b,1139,0.17 Jupiters,13.071,2016

Kepler-1515 b,1759,0.208 Jupiters,12.1,2016

Kepler-1517 b,2764,0.216 Jupiters,12.228,2016

Kepler-1518 b,2947,9.53 Earths,13.374,2016

Kepler-1519 b,4703,39.6 Earths,15.124,2016

Kepler-151 b,2120,9.59 Earths,14.957,2014

Kepler-1522 b,2656,3.64 Earths,14.357,2016

Kepler-1525 b,1249,0.693 Earths,12.797,2016

Kepler-1526 b,1812,6.48 Earths,15.935,2016

Kepler-1528 b,2667,2.73 Earths,14.576,2016

Kepler-1530 c,1598,3.36 Earths,14.15,2016

Kepler-1532 b,2604,2.39 Earths,15.293,2016

Kepler-1534 b,3611,4.23 Earths,16.429,2016

Kepler-1536 b,1263,10 Earths,15.464,2016

Kepler-1539 b,2441,7.75 Earths,15.487,2016

Kepler-153 b,1498,8.85 Earths,14.388,2014

Kepler-153 c,1498,6.94 Earths,14.388,2014

Kepler-1540 b,799,6.76 Earths,14.429,2016

Kepler-1542 b,1302,0.363 Earths,12.734,2016

Kepler-1542 e,1302,0.363 Earths,12.734,2016

Kepler-1543 b,3007,7.8 Earths,13.495,2016

Kepler-1544 b,1093,3.82 Earths,14.287,2016

Kepler-1510 b,5533,11.2 Earths,15.315,2016

Kepler-1511 b,4813,3.46 Earths,13.564,2016

Kepler-1512 b,528,1.76 Earths,13.451,2016

Kepler-1513 b,1139,0.17 Jupiters,13.071,2016

Kepler-1515 b,1759,0.208 Jupiters,12.1,2016

Kepler-1517 b,2764,0.216 Jupiters,12.228,2016

Kepler-1518 b,2947,9.53 Earths,13.374,2016

Kepler-1519 b,4703,39.6 Earths,15.124,2016

Kepler-151 b,2120,9.59 Earths,14.957,2014

Kepler-1522 b,2656,3.64 Earths,14.357,2016

Kepler-1525 b,1249,0.693 Earths,12.797,2016

Kepler-1526 b,1812,6.48 Earths,15.935,2016

Kepler-1528 b,2667,2.73 Earths,14.576,2016

Kepler-1530 c,1598,3.36 Earths,14.15,2016

Kepler-1532 b,2604,2.39 Earths,15.293,2016

Kepler-1534 b,3611,4.23 Earths,16.429,2016

Kepler-1536 b,1263,10 Earths,15.464,2016

Kepler-1539 b,2441,7.75 Earths,15.487,2016

Kepler-153 b,1498,8.85 Earths,14.388,2014

Kepler-153 c,1498,6.94 Earths,14.388,2014

Kepler-1540 b,799,6.76 Earths,14.429,2016

Kepler-1542 b,1302,0.363 Earths,12.734,2016

Kepler-1542 e,1302,0.363 Earths,12.734,2016

Kepler-1543 b,3007,7.8 Earths,13.495,2016

Kepler-1544 b,1093,3.82 Earths,14.287,2016

Kepler-1536 b,1263,10 Earths,15.464,2016

Kepler-1539 b,2441,7.75 Earths,15.487,2016

Kepler-153 b,1498,8.85 Earths,14.388,2014

Kepler-153 c,1498,6.94 Earths,14.388,2014

Kepler-1540 b,799,6.76 Earths,14.429,2016

Kepler-1542 b,1302,0.363 Earths,12.734,2016

Kepler-1542 e,1302,0.363 Earths,12.734,2016

Kepler-1543 b,3007,7.8 Earths,13.495,2016

Kepler-1544 b,1093,3.82 Earths,14.287,2016

Kepler-1546 b,3040,9.96 Earths,15.596,2016

Kepler-1547 b,2201,0.666 Earths,13.464,2016

Kepler-1549 b,2620,7.13 Earths,15.353,2016

Kepler-154 e,2985,2.86 Earths,14.646,2016

Kepler-154 f,2985,2.86 Earths,14.646,2016

Kepler-1550 b,3846,9.38 Earths,15.107,2016

Kepler-1551 b,4775,7.56 Earths,15.371,2016

Kepler-1553 b,2259,1.6 Earths,15.251,2016

Kepler-1554 b,3089,8.75 Earths,15.93,2016

Kepler-1555 b,6567,3.22 Earths,15.425,2016

Kepler-1556 b,3081,4.5 Earths,15.651,2016

Kepler-1560 b,1639,0.64 Earths,13.505,2016

Kepler-1562 b,6722,12.3 Earths,15.303,2016

Kepler-1566 b,1522,0.418 Earths,14.564,2016

Kepler-1569 b,3084,3.46 Earths,14.123,2016

Kepler-156 b,1447,5.9 Earths,14.339,2014

Kepler-1536 b,1263,10 Earths,15.464,2016

Kepler-1539 b,2441,7.75 Earths,15.487,2016

Kepler-153 b,1498,8.85 Earths,14.388,2014

Kepler-153 c,1498,6.94 Earths,14.388,2014

Kepler-1540 b,799,6.76 Earths,14.429,2016

Kepler-1542 b,1302,0.363 Earths,12.734,2016

Kepler-1542 e,1302,0.363 Earths,12.734,2016

Kepler-1543 b,3007,7.8 Earths,13.495,2016

Kepler-1544 b,1093,3.82 Earths,14.287,2016

Kepler-1546 b,3040,9.96 Earths,15.596,2016

Kepler-1547 b,2201,0.666 Earths,13.464,2016

Kepler-1549 b,2620,7.13 Earths,15.353,2016

Kepler-154 e,2985,2.86 Earths,14.646,2016

Kepler-154 f,2985,2.86 Earths,14.646,2016

Kepler-1550 b,3846,9.38 Earths,15.107,2016

Kepler-1551 b,4775,7.56 Earths,15.371,2016

Kepler-1553 b,2259,1.6 Earths,15.251,2016

Kepler-1554 b,3089,8.75 Earths,15.93,2016

Kepler-1555 b,6567,3.22 Earths,15.425,2016

Kepler-1556 b,3081,4.5 Earths,15.651,2016

Kepler-1560 b,1639,0.64 Earths,13.505,2016

Kepler-1562 b,6722,12.3 Earths,15.303,2016

Kepler-1566 b,1522,0.418 Earths,14.564,2016

Kepler-1569 b,3084,3.46 Earths,14.123,2016

Kepler-156 b,1447,5.9 Earths,14.339,2014

Kepler-1536 b,1263,10 Earths,15.464,2016

Kepler-1539 b,2441,7.75 Earths,15.487,2016

Kepler-153 b,1498,8.85 Earths,14.388,2014

Kepler-153 c,1498,6.94 Earths,14.388,2014

Kepler-1540 b,799,6.76 Earths,14.429,2016

Kepler-1542 b,1302,0.363 Earths,12.734,2016

Kepler-1542 e,1302,0.363 Earths,12.734,2016

Kepler-1543 b,3007,7.8 Earths,13.495,2016

Kepler-1544 b,1093,3.82 Earths,14.287,2016

Kepler-1546 b,3040,9.96 Earths,15.596,2016

Kepler-1547 b,2201,0.666 Earths,13.464,2016

Kepler-1549 b,2620,7.13 Earths,15.353,2016

Kepler-154 e,2985,2.86 Earths,14.646,2016

Kepler-154 f,2985,2.86 Earths,14.646,2016

Kepler-1550 b,3846,9.38 Earths,15.107,2016

Kepler-1551 b,4775,7.56 Earths,15.371,2016

Kepler-1553 b,2259,1.6 Earths,15.251,2016

Kepler-1554 b,3089,8.75 Earths,15.93,2016

Kepler-1555 b,6567,3.22 Earths,15.425,2016

Kepler-1556 b,3081,4.5 Earths,15.651,2016

Kepler-1560 b,1639,0.64 Earths,13.505,2016

Kepler-1562 b,6722,12.3 Earths,15.303,2016

Kepler-1566 b,1522,0.418 Earths,14.564,2016

Kepler-1569 b,3084,3.46 Earths,14.123,2016

Kepler-156 b,1447,5.9 Earths,14.339,2014

Kepler-1512 b,528,1.76 Earths,13.451,2016

Kepler-1513 b,1139,0.17 Jupiters,13.071,2016

Kepler-1515 b,1759,0.208 Jupiters,12.1,2016

Kepler-1517 b,2764,0.216 Jupiters,12.228,2016

Kepler-1518 b,2947,9.53 Earths,13.374,2016

Kepler-1519 b,4703,39.6 Earths,15.124,2016

Kepler-151 b,2120,9.59 Earths,14.957,2014

Kepler-1522 b,2656,3.64 Earths,14.357,2016

Kepler-1525 b,1249,0.693 Earths,12.797,2016

Kepler-1526 b,1812,6.48 Earths,15.935,2016

Kepler-1528 b,2667,2.73 Earths,14.576,2016

Kepler-1530 c,1598,3.36 Earths,14.15,2016

Kepler-1532 b,2604,2.39 Earths,15.293,2016

Kepler-1534 b,3611,4.23 Earths,16.429,2016

Kepler-1536 b,1263,10 Earths,15.464,2016

Kepler-1539 b,2441,7.75 Earths,15.487,2016

Kepler-153 b,1498,8.85 Earths,14.388,2014

Kepler-153 c,1498,6.94 Earths,14.388,2014

Kepler-1540 b,799,6.76 Earths,14.429,2016

Kepler-1542 b,1302,0.363 Earths,12.734,2016

Kepler-1542 e,1302,0.363 Earths,12.734,2016

Kepler-1543 b,3007,7.8 Earths,13.495,2016

Kepler-1544 b,1093,3.82 Earths,14.287,2016

Kepler-1546 b,3040,9.96 Earths,15.596,2016

Kepler-1547 b,2201,0.666 Earths,13.464,2016

Kepler-1512 b,528,1.76 Earths,13.451,2016

Kepler-1513 b,1139,0.17 Jupiters,13.071,2016

Kepler-1515 b,1759,0.208 Jupiters,12.1,2016

Kepler-1517 b,2764,0.216 Jupiters,12.228,2016

Kepler-1518 b,2947,9.53 Earths,13.374,2016

Kepler-1519 b,4703,39.6 Earths,15.124,2016

Kepler-151 b,2120,9.59 Earths,14.957,2014

Kepler-1522 b,2656,3.64 Earths,14.357,2016

Kepler-1525 b,1249,0.693 Earths,12.797,2016

Kepler-1526 b,1812,6.48 Earths,15.935,2016

Kepler-1528 b,2667,2.73 Earths,14.576,2016

Kepler-1530 c,1598,3.36 Earths,14.15,2016

Kepler-1532 b,2604,2.39 Earths,15.293,2016

Kepler-1534 b,3611,4.23 Earths,16.429,2016

Kepler-1536 b,1263,10 Earths,15.464,2016

Kepler-1539 b,2441,7.75 Earths,15.487,2016

Kepler-153 b,1498,8.85 Earths,14.388,2014

Kepler-153 c,1498,6.94 Earths,14.388,2014

Kepler-1540 b,799,6.76 Earths,14.429,2016

Kepler-1542 b,1302,0.363 Earths,12.734,2016

Kepler-1542 e,1302,0.363 Earths,12.734,2016

Kepler-1543 b,3007,7.8 Earths,13.495,2016

Kepler-1544 b,1093,3.82 Earths,14.287,2016

Kepler-1546 b,3040,9.96 Earths,15.596,2016

Kepler-1547 b,2201,0.666 Earths,13.464,2016

Kepler-1526 b,1812,6.48 Earths,15.935,2016

Kepler-1528 b,2667,2.73 Earths,14.576,2016

Kepler-1530 c,1598,3.36 Earths,14.15,2016

Kepler-1532 b,2604,2.39 Earths,15.293,2016

Kepler-1534 b,3611,4.23 Earths,16.429,2016

Kepler-1536 b,1263,10 Earths,15.464,2016

Kepler-1539 b,2441,7.75 Earths,15.487,2016

Kepler-153 b,1498,8.85 Earths,14.388,2014

Kepler-153 c,1498,6.94 Earths,14.388,2014

Kepler-1540 b,799,6.76 Earths,14.429,2016

Kepler-1542 b,1302,0.363 Earths,12.734,2016

Kepler-1542 e,1302,0.363 Earths,12.734,2016

Kepler-1543 b,3007,7.8 Earths,13.495,2016

Kepler-1544 b,1093,3.82 Earths,14.287,2016

Kepler-1546 b,3040,9.96 Earths,15.596,2016

Kepler-1547 b,2201,0.666 Earths,13.464,2016

Kepler-1549 b,2620,7.13 Earths,15.353,2016

Kepler-154 e,2985,2.86 Earths,14.646,2016

Kepler-154 f,2985,2.86 Earths,14.646,2016

Kepler-1550 b,3846,9.38 Earths,15.107,2016

Kepler-1551 b,4775,7.56 Earths,15.371,2016

Kepler-1553 b,2259,1.6 Earths,15.251,2016

Kepler-1554 b,3089,8.75 Earths,15.93,2016

Kepler-1555 b,6567,3.22 Earths,15.425,2016

Kepler-1556 b,3081,4.5 Earths,15.651,2016

Kepler-1539 b,2441,7.75 Earths,15.487,2016

Kepler-153 b,1498,8.85 Earths,14.388,2014

Kepler-153 c,1498,6.94 Earths,14.388,2014

Kepler-1540 b,799,6.76 Earths,14.429,2016

Kepler-1542 b,1302,0.363 Earths,12.734,2016

Kepler-1542 e,1302,0.363 Earths,12.734,2016

Kepler-1543 b,3007,7.8 Earths,13.495,2016

Kepler-1544 b,1093,3.82 Earths,14.287,2016

Kepler-1546 b,3040,9.96 Earths,15.596,2016

Kepler-1547 b,2201,0.666 Earths,13.464,2016

Kepler-1549 b,2620,7.13 Earths,15.353,2016

Kepler-154 e,2985,2.86 Earths,14.646,2016

Kepler-154 f,2985,2.86 Earths,14.646,2016

Kepler-1550 b,3846,9.38 Earths,15.107,2016

Kepler-1551 b,4775,7.56 Earths,15.371,2016

Kepler-1553 b,2259,1.6 Earths,15.251,2016

Kepler-1554 b,3089,8.75 Earths,15.93,2016

Kepler-1555 b,6567,3.22 Earths,15.425,2016

Kepler-1556 b,3081,4.5 Earths,15.651,2016

Kepler-1560 b,1639,0.64 Earths,13.505,2016

Kepler-1562 b,6722,12.3 Earths,15.303,2016

Kepler-1566 b,1522,0.418 Earths,14.564,2016

Kepler-1569 b,3084,3.46 Earths,14.123,2016

Kepler-156 b,1447,5.9 Earths,14.339,2014

Kepler-1570 b,2998,1.24 Earths,14.242,2016

Kepler-1539 b,2441,7.75 Earths,15.487,2016

Kepler-153 b,1498,8.85 Earths,14.388,2014

Kepler-153 c,1498,6.94 Earths,14.388,2014

Kepler-1540 b,799,6.76 Earths,14.429,2016

Kepler-1542 b,1302,0.363 Earths,12.734,2016

Kepler-1542 e,1302,0.363 Earths,12.734,2016

Kepler-1543 b,3007,7.8 Earths,13.495,2016

Kepler-1544 b,1093,3.82 Earths,14.287,2016

Kepler-1546 b,3040,9.96 Earths,15.596,2016

Kepler-1547 b,2201,0.666 Earths,13.464,2016

Kepler-1549 b,2620,7.13 Earths,15.353,2016

Kepler-154 e,2985,2.86 Earths,14.646,2016

Kepler-154 f,2985,2.86 Earths,14.646,2016

Kepler-1550 b,3846,9.38 Earths,15.107,2016

Kepler-1551 b,4775,7.56 Earths,15.371,2016

Kepler-1553 b,2259,1.6 Earths,15.251,2016

Kepler-1554 b,3089,8.75 Earths,15.93,2016

Kepler-1555 b,6567,3.22 Earths,15.425,2016

Kepler-1556 b,3081,4.5 Earths,15.651,2016

Kepler-1560 b,1639,0.64 Earths,13.505,2016

Kepler-1562 b,6722,12.3 Earths,15.303,2016

Kepler-1566 b,1522,0.418 Earths,14.564,2016

Kepler-1569 b,3084,3.46 Earths,14.123,2016

Kepler-156 b,1447,5.9 Earths,14.339,2014

Kepler-1570 b,2998,1.24 Earths,14.242,2016

Kepler-1539 b,2441,7.75 Earths,15.487,2016

Kepler-153 b,1498,8.85 Earths,14.388,2014

Kepler-153 c,1498,6.94 Earths,14.388,2014

Kepler-1540 b,799,6.76 Earths,14.429,2016

Kepler-1542 b,1302,0.363 Earths,12.734,2016

Kepler-1542 e,1302,0.363 Earths,12.734,2016

Kepler-1543 b,3007,7.8 Earths,13.495,2016

Kepler-1544 b,1093,3.82 Earths,14.287,2016

Kepler-1546 b,3040,9.96 Earths,15.596,2016

Kepler-1547 b,2201,0.666 Earths,13.464,2016

Kepler-1549 b,2620,7.13 Earths,15.353,2016

Kepler-154 e,2985,2.86 Earths,14.646,2016

Kepler-154 f,2985,2.86 Earths,14.646,2016

Kepler-1550 b,3846,9.38 Earths,15.107,2016

Kepler-1551 b,4775,7.56 Earths,15.371,2016

Kepler-1553 b,2259,1.6 Earths,15.251,2016

Kepler-1554 b,3089,8.75 Earths,15.93,2016

Kepler-1555 b,6567,3.22 Earths,15.425,2016

Kepler-1556 b,3081,4.5 Earths,15.651,2016

Kepler-1560 b,1639,0.64 Earths,13.505,2016

Kepler-1562 b,6722,12.3 Earths,15.303,2016

Kepler-1566 b,1522,0.418 Earths,14.564,2016

Kepler-1569 b,3084,3.46 Earths,14.123,2016

Kepler-156 b,1447,5.9 Earths,14.339,2014

Kepler-1570 b,2998,1.24 Earths,14.242,2016

Kepler-1539 b,2441,7.75 Earths,15.487,2016

Kepler-153 b,1498,8.85 Earths,14.388,2014

Kepler-153 c,1498,6.94 Earths,14.388,2014

Kepler-1540 b,799,6.76 Earths,14.429,2016

Kepler-1542 b,1302,0.363 Earths,12.734,2016

Kepler-1542 e,1302,0.363 Earths,12.734,2016

Kepler-1543 b,3007,7.8 Earths,13.495,2016

Kepler-1544 b,1093,3.82 Earths,14.287,2016

Kepler-1546 b,3040,9.96 Earths,15.596,2016

Kepler-1547 b,2201,0.666 Earths,13.464,2016

Kepler-1549 b,2620,7.13 Earths,15.353,2016

Kepler-154 e,2985,2.86 Earths,14.646,2016

Kepler-154 f,2985,2.86 Earths,14.646,2016

Kepler-1550 b,3846,9.38 Earths,15.107,2016

Kepler-1551 b,4775,7.56 Earths,15.371,2016

Kepler-1553 b,2259,1.6 Earths,15.251,2016

Kepler-1554 b,3089,8.75 Earths,15.93,2016

Kepler-1555 b,6567,3.22 Earths,15.425,2016

Kepler-1556 b,3081,4.5 Earths,15.651,2016

Kepler-1560 b,1639,0.64 Earths,13.505,2016

Kepler-1562 b,6722,12.3 Earths,15.303,2016

Kepler-1566 b,1522,0.418 Earths,14.564,2016

Kepler-1569 b,3084,3.46 Earths,14.123,2016

Kepler-156 b,1447,5.9 Earths,14.339,2014

Kepler-1570 b,2998,1.24 Earths,14.242,2016

Kepler-1507 b,1045,0.52 Earths,13.267,2016

Kepler-1508 b,4111,2.33 Earths,14.561,2016

Kepler-1509 b,6534,4.08 Earths,15.455,2016

Kepler-150 b,2907,2.1 Earths,15.161,2014

Kepler-150 c,2907,13.2 Earths,15.161,2014

Kepler-150 d,2907,8.2 Earths,15.161,2014

Kepler-150 e,2907,9.91 Earths,15.161,2014

Kepler-1510 b,5533,11.2 Earths,15.315,2016

Kepler-1511 b,4813,3.46 Earths,13.564,2016

Kepler-1512 b,528,1.76 Earths,13.451,2016

Kepler-1513 b,1139,0.17 Jupiters,13.071,2016

Kepler-1515 b,1759,0.208 Jupiters,12.1,2016

Kepler-1517 b,2764,0.216 Jupiters,12.228,2016

Kepler-1518 b,2947,9.53 Earths,13.374,2016

Kepler-1519 b,4703,39.6 Earths,15.124,2016

Kepler-151 b,2120,9.59 Earths,14.957,2014

Kepler-1522 b,2656,3.64 Earths,14.357,2016

Kepler-1525 b,1249,0.693 Earths,12.797,2016

Kepler-1526 b,1812,6.48 Earths,15.935,2016

Kepler-1528 b,2667,2.73 Earths,14.576,2016

Kepler-1530 c,1598,3.36 Earths,14.15,2016

Kepler-1532 b,2604,2.39 Earths,15.293,2016

Kepler-1534 b,3611,4.23 Earths,16.429,2016

Kepler-1536 b,1263,10 Earths,15.464,2016

Kepler-1539 b,2441,7.75 Earths,15.487,2016

Kepler-1507 b,1045,0.52 Earths,13.267,2016

Kepler-1508 b,4111,2.33 Earths,14.561,2016

Kepler-1509 b,6534,4.08 Earths,15.455,2016

Kepler-150 b,2907,2.1 Earths,15.161,2014

Kepler-150 c,2907,13.2 Earths,15.161,2014

Kepler-150 d,2907,8.2 Earths,15.161,2014

Kepler-150 e,2907,9.91 Earths,15.161,2014

Kepler-1510 b,5533,11.2 Earths,15.315,2016

Kepler-1511 b,4813,3.46 Earths,13.564,2016

Kepler-1512 b,528,1.76 Earths,13.451,2016

Kepler-1513 b,1139,0.17 Jupiters,13.071,2016

Kepler-1515 b,1759,0.208 Jupiters,12.1,2016

Kepler-1517 b,2764,0.216 Jupiters,12.228,2016

Kepler-1518 b,2947,9.53 Earths,13.374,2016

Kepler-1519 b,4703,39.6 Earths,15.124,2016

Kepler-151 b,2120,9.59 Earths,14.957,2014

Kepler-1522 b,2656,3.64 Earths,14.357,2016

Kepler-1525 b,1249,0.693 Earths,12.797,2016

Kepler-1526 b,1812,6.48 Earths,15.935,2016

Kepler-1528 b,2667,2.73 Earths,14.576,2016

Kepler-1530 c,1598,3.36 Earths,14.15,2016

Kepler-1532 b,2604,2.39 Earths,15.293,2016

Kepler-1534 b,3611,4.23 Earths,16.429,2016

Kepler-1536 b,1263,10 Earths,15.464,2016

Kepler-1539 b,2441,7.75 Earths,15.487,2016

Kepler-1512 b,528,1.76 Earths,13.451,2016

Kepler-1513 b,1139,0.17 Jupiters,13.071,2016

Kepler-1515 b,1759,0.208 Jupiters,12.1,2016

Kepler-1517 b,2764,0.216 Jupiters,12.228,2016

Kepler-1518 b,2947,9.53 Earths,13.374,2016

Kepler-1519 b,4703,39.6 Earths,15.124,2016

Kepler-151 b,2120,9.59 Earths,14.957,2014

Kepler-1522 b,2656,3.64 Earths,14.357,2016

Kepler-1525 b,1249,0.693 Earths,12.797,2016

Kepler-1526 b,1812,6.48 Earths,15.935,2016

Kepler-1528 b,2667,2.73 Earths,14.576,2016

Kepler-1530 c,1598,3.36 Earths,14.15,2016

Kepler-1532 b,2604,2.39 Earths,15.293,2016

Kepler-1534 b,3611,4.23 Earths,16.429,2016

Kepler-1536 b,1263,10 Earths,15.464,2016

Kepler-1539 b,2441,7.75 Earths,15.487,2016

Kepler-153 b,1498,8.85 Earths,14.388,2014

Kepler-153 c,1498,6.94 Earths,14.388,2014

Kepler-1540 b,799,6.76 Earths,14.429,2016

Kepler-1542 b,1302,0.363 Earths,12.734,2016

Kepler-1542 e,1302,0.363 Earths,12.734,2016

Kepler-1543 b,3007,7.8 Earths,13.495,2016

Kepler-1544 b,1093,3.82 Earths,14.287,2016

Kepler-1546 b,3040,9.96 Earths,15.596,2016

Kepler-1547 b,2201,0.666 Earths,13.464,2016

Kepler-158 c,1028,4.27 Earths,14.743,2014

Kepler-1590 b,2515,1.55 Earths,14.186,2016

Kepler-1591 b,4631,2.15 Earths,14.846,2016

Kepler-1592 b,5348,2.99 Earths,14.94,2016

Kepler-1593 b,2082,10.2 Earths,16.19,2016

Kepler-1594 b,3187,1.2 Earths,14.951,2016

Kepler-1596 b,7001,4.27 Earths,15.632,2016

